Unique ID,Date of Collection,Collector Name,Source Platform,Source Publication,Original Date,Title/Headline,URL,Search Query Used,Fraud Category,Fraud Subcategory,Narrative Type,TXT File Name,Notes
NA-4396,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"23 April, 2024","Shridhar K Pujar vs State By on 23 April, 2024",https://indiankanoon.org/doc/189371300/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4396.txt,Court: Karnataka High Court | Doc ID: 189371300
NA-4397,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"31 October, 2025","Vinod Kumar @ Mahesh vs State Of Haryana on 31 October, 2025",https://indiankanoon.org/doc/150914582/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4397.txt,Court: Punjab-Haryana High Court | Doc ID: 150914582
NA-4398,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"18 January, 2023","Shailesh Anilbhai Radiya vs State Of Gujarat on 18 January, 2023",https://indiankanoon.org/doc/67713833/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4398.txt,Court: Gujarat High Court | Doc ID: 67713833
NA-4399,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"30 January, 2025","Salmanul Faris vs State Of Kerala on 30 January, 2025",https://indiankanoon.org/doc/10141905/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4399.txt,Court: Kerala High Court | Doc ID: 10141905
NA-4400,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"9 February, 2024","Biswajit Pattnaik vs State Of Odisha & Others .... Opp. ... on 9 February, 2024",https://indiankanoon.org/doc/156910637/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4400.txt,Court: Orissa High Court | Doc ID: 156910637
NA-4401,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"3 February, 2026","Cpp Assistance Services Private ... vs Teleperformance Business Services ... on 3 February, 2026",https://indiankanoon.org/doc/42686163/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4401.txt,Court: Bombay High Court | Doc ID: 42686163
NA-4402,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"22 July, 2024","A.Kalaiselvi vs The Chief Educational Officer on 22 July, 2024",https://indiankanoon.org/doc/113101849/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4402.txt,Court: Madras High Court | Doc ID: 113101849
NA-4403,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"21 March, 2024","Vineet Kumar vs The State Of Bihar on 21 March, 2024",https://indiankanoon.org/doc/138131003/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4403.txt,Court: Patna High Court - Orders | Doc ID: 138131003
NA-4404,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"21 February, 2026","Winzo Games Private Limited vs State Of Karnataka on 21 February, 2026",https://indiankanoon.org/doc/157922480/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4404.txt,Court: Karnataka High Court | Doc ID: 157922480
NA-4405,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"21 March, 2024","Anand Kumar vs The State Of Bihar Through The ... on 21 March, 2024",https://indiankanoon.org/doc/178702147/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4405.txt,Court: Patna High Court - Orders | Doc ID: 178702147
NA-4406,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"21 March, 2024","Suraj Kumar Singh vs The State Of Bihar on 21 March, 2024",https://indiankanoon.org/doc/84739985/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4406.txt,Court: Patna High Court - Orders | Doc ID: 84739985
NA-4407,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"20 March, 2024","Anand Kumar vs The State Of Bihar Through The ... on 20 March, 2024",https://indiankanoon.org/doc/28313764/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4407.txt,Court: Patna High Court - Orders | Doc ID: 28313764
NA-4408,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"20 March, 2024","Suraj Kumar Singh vs The State Of Bihar on 20 March, 2024",https://indiankanoon.org/doc/63688839/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4408.txt,Court: Patna High Court - Orders | Doc ID: 63688839
NA-4409,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"20 March, 2024","Vineet Kumar vs The State Of Bihar on 20 March, 2024",https://indiankanoon.org/doc/199799018/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4409.txt,Court: Patna High Court - Orders | Doc ID: 199799018
NA-4410,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"20 March, 2024","Manas Kumar @ Manash Kumar vs The State Of Bihar on 20 March, 2024",https://indiankanoon.org/doc/178318091/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4410.txt,Court: Patna High Court - Orders | Doc ID: 178318091
NA-4411,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"20 March, 2024","Sudhanshu Raj vs The State Of Bihar on 20 March, 2024",https://indiankanoon.org/doc/20423502/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4411.txt,Court: Patna High Court - Orders | Doc ID: 20423502
NA-4412,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"20 March, 2024","Prakash Chandra Singh @ Prakash Chand ... vs The State Of Bihar on 20 March, 2024",https://indiankanoon.org/doc/135822143/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4412.txt,Court: Patna High Court - Orders | Doc ID: 135822143
NA-4413,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"3 November, 2025","V-Mart Retail Limited vs The NodalCyberCell Officer Of Tamil ... on 3 November, 2025",https://indiankanoon.org/doc/89195674/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4413.txt,Court: Madras High Court | Doc ID: 89195674
NA-4414,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"3 November, 2025","V-Mart Retail Limited vs The NodalCyberCell Officer Of Tamil ... on 3 November, 2025",https://indiankanoon.org/doc/36272070/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4414.txt,Court: Madras High Court | Doc ID: 36272070
NA-4415,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"13 February, 2026","M/S. Sairam Bharat Gas vs Union Of India & Ors. .... Opp. Party (S) on 13 February, 2026",https://indiankanoon.org/doc/173972362/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4415.txt,Court: Orissa High Court | Doc ID: 173972362
NA-4416,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"20 April, 2018","Unknown vs Al.Gopalsamy on 20 April, 2018",https://indiankanoon.org/doc/187064597/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,NEAR-MISS,NA-4416.txt,Court: Madras High Court | Doc ID: 187064597
NA-4417,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"22 January, 2019","Balaji Kumar vs K.M.Nalini Shree on 22 January, 2019",https://indiankanoon.org/doc/114497915/,cyber crime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4417.txt,Court: Madras High Court | Doc ID: 114497915
NA-4418,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"20 February, 2026","M/S Kunnamangalam Co- Operative Rural ... vs Inspector Of Police, Cyber Police ... on 20 February, 2026",https://indiankanoon.org/doc/33900495/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4418.txt,Court: Kerala High Court | Doc ID: 33900495
NA-4419,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"1 December, 2025","In Re: Victims Of Digital Arrest Related ... vs Mr. Avishkar Singhvi on 1 December, 2025",https://indiankanoon.org/doc/67470969/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4419.txt,Court: Supreme Court - Daily Orders | Doc ID: 67470969
NA-4420,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"2 February, 2026","Nucleus Hotels And Resorts Llp vs The NationalCybercrimeReporting ... on 2 February, 2026",https://indiankanoon.org/doc/124680092/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4420.txt,Court: Kerala High Court | Doc ID: 124680092
NA-4421,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Colgate Palmolive Company & Anr. vs Nixi & Anr. on 15 April, 2024",https://indiankanoon.org/doc/48321333/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4421.txt,Court: Delhi High Court | Doc ID: 48321333
NA-4422,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Itc Limited vs Ashok Kumar & Ors. on 15 April, 2024",https://indiankanoon.org/doc/63211713/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4422.txt,Court: Delhi High Court | Doc ID: 63211713
NA-4423,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Mcdonalds Corporation & Anr. vs National Internet Exchange Of India & ... on 15 April, 2024",https://indiankanoon.org/doc/169615424/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4423.txt,Court: Delhi High Court | Doc ID: 169615424
NA-4424,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Indiamart Intermesh Limited vs Mr. Akash Verma & Ors. on 15 April, 2024",https://indiankanoon.org/doc/176772540/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4424.txt,Court: Delhi High Court | Doc ID: 176772540
NA-4425,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Montblanc Simplo Gmbh vs Montblancindia.Com & Ors. on 15 April, 2024",https://indiankanoon.org/doc/73218167/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4425.txt,Court: Delhi High Court | Doc ID: 73218167
NA-4426,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Dabur India Limited vs Ashok Kumar And Ors on 15 April, 2024",https://indiankanoon.org/doc/35571948/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4426.txt,Court: Delhi High Court | Doc ID: 35571948
NA-4427,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Ultratech Cement Limited & Anr. vs Www.Ultratechcements.Com & Ors. on 15 April, 2024",https://indiankanoon.org/doc/77054661/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4427.txt,Court: Delhi High Court | Doc ID: 77054661
NA-4428,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Bajaj Finance Limited vs Registrant Of Www.Bajaj-Finserve.Org ... on 15 April, 2024",https://indiankanoon.org/doc/137327014/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4428.txt,Court: Delhi High Court | Doc ID: 137327014
NA-4429,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Tata Sky Limited vs S G Enterprises- Tata Sky Sales And ... on 15 April, 2024",https://indiankanoon.org/doc/47759059/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4429.txt,Court: Delhi High Court | Doc ID: 47759059
NA-4430,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Gujarat Cooperative Milk Marketing ... vs Amul-Franchise.In & Ors. on 15 April, 2024",https://indiankanoon.org/doc/4943313/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4430.txt,Court: Delhi High Court | Doc ID: 4943313
NA-4431,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Amazon Seller Services Private Limited ... vs Amazonbuys.In & Ors. on 15 April, 2024",https://indiankanoon.org/doc/46618741/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4431.txt,Court: Delhi High Court | Doc ID: 46618741
NA-4432,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Fashnear Technologies Private Limited vs Meesho Online Shopping Pvt. Ltd & Anr. on 15 April, 2024",https://indiankanoon.org/doc/182035598/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4432.txt,Court: Delhi High Court | Doc ID: 182035598
NA-4433,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Hindustan Unilever Ltd & Anr. vs Unileverr1.In & Ors. on 15 April, 2024",https://indiankanoon.org/doc/163781703/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4433.txt,Court: Delhi High Court | Doc ID: 163781703
NA-4434,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Bajaj Finace Ltd & Anr. vs Niko Das & Anr. on 15 April, 2024",https://indiankanoon.org/doc/146778030/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4434.txt,Court: Delhi High Court | Doc ID: 146778030
NA-4435,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Kajaria Ceramics Limited vs Godaddy.Com Llc & Ors. on 15 April, 2024",https://indiankanoon.org/doc/82665602/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4435.txt,Court: Delhi High Court | Doc ID: 82665602
NA-4436,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Ht Media Ltd vs Pooja Sharma & Ors. on 15 April, 2024",https://indiankanoon.org/doc/104171200/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4436.txt,Court: Delhi High Court | Doc ID: 104171200
NA-4437,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Hindustan Unilever Limited vs Nitin Kumar Singh & Ors. on 15 April, 2024",https://indiankanoon.org/doc/87098343/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4437.txt,Court: Delhi High Court | Doc ID: 87098343
NA-4438,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Kamdhenu Limited vs Raghunath Virdharam Bishnoi And Ors on 15 April, 2024",https://indiankanoon.org/doc/60560739/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4438.txt,Court: Delhi High Court | Doc ID: 60560739
NA-4439,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Microsoft Corporation & Anr. vs Tech Heracles Opc Private Limited & Ors. on 15 April, 2024",https://indiankanoon.org/doc/133528035/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4439.txt,Court: Delhi High Court | Doc ID: 133528035
NA-4440,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Snapdeal Private Limited vs Godaddycom Llc And Ors on 15 April, 2024",https://indiankanoon.org/doc/47659026/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4440.txt,Court: Delhi High Court | Doc ID: 47659026
NA-4441,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Godrej Properties Ltd vs Ashok Kumar & Anr. on 15 April, 2024",https://indiankanoon.org/doc/93423246/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4441.txt,Court: Delhi High Court | Doc ID: 93423246
NA-4442,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Microsoft Corporation & Anr. vs Pcpatchers Technology Private Limited ... on 15 April, 2024",https://indiankanoon.org/doc/99982696/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4442.txt,Court: Delhi High Court | Doc ID: 99982696
NA-4443,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Tata Sons Private Limited & Anr. vs M/S Electro International & Ors. on 15 April, 2024",https://indiankanoon.org/doc/100428973/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4443.txt,Court: Delhi High Court | Doc ID: 100428973
NA-4444,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Shoppers Stop Limited vs M/S Shopperstop & Ors. on 15 April, 2024",https://indiankanoon.org/doc/171991687/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4444.txt,Court: Delhi High Court | Doc ID: 171991687
NA-4445,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Jockey International Inc. vs Www.Jockeyfranchise.Com & Ors. on 15 April, 2024",https://indiankanoon.org/doc/117347584/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4445.txt,Court: Delhi High Court | Doc ID: 117347584
NA-4446,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"15 April, 2024","Mother Dairy Fruit & Vegetable Pvt. Ltd. vs Kumar Prahlad & Anr. on 15 April, 2024",https://indiankanoon.org/doc/191362942/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4446.txt,Court: Delhi High Court | Doc ID: 191362942
NA-4447,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"10 April, 2025","The Thirunelly Service Co-Operative ... vs Station House Officer,Cybercrime... on 10 April, 2025",https://indiankanoon.org/doc/84431137/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4447.txt,Court: Kerala High Court | Doc ID: 84431137
NA-4448,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"29 August, 2025","Samir Raina vs Ministry Of Home Affairs on 29 August, 2025",https://indiankanoon.org/doc/63623645/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4448.txt,Court: Central Information Commission | Doc ID: 63623645
NA-4449,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"12 August, 2025","Debajit Ghosal vs Ministry Of Home Affairs on 12 August, 2025",https://indiankanoon.org/doc/168510149/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,THIRD-PARTY,NA-4449.txt,Court: Central Information Commission | Doc ID: 168510149
NA-4450,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"28 August, 2020","Jaspreet Singh Sachdeva @ Jassi vs The State Of Madhya Pradesh on 28 August, 2020",https://indiankanoon.org/doc/153973451/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4450.txt,Court: Madhya Pradesh High Court | Doc ID: 153973451
NA-4451,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"26 April, 2023","Mrs X vs Union Of India And Ors on 26 April, 2023",https://indiankanoon.org/doc/105980506/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4451.txt,Court: Delhi High Court | Doc ID: 105980506
NA-4452,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"6 November, 2024","Malkeet Singh S/O Jagir Singh vs State Of Rajasthan on 6 November, 2024",https://indiankanoon.org/doc/193429645/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4452.txt,Court: Rajasthan High Court - Jaipur | Doc ID: 193429645
NA-4453,2026-03-30,Soubhik Sarkar,Indian Kanoon,indiankanoon.org,"6 November, 2024","Rashpal Singh S/O Nirmal Singh vs State Of Rajasthan on 6 November, 2024",https://indiankanoon.org/doc/34986619/,cybercrime,General Cybercrime / Cyber Fraud Terms,General Cybercrime,VICTIM,NA-4453.txt,Court: Rajasthan High Court - Jaipur | Doc ID: 34986619
